Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","ha","116","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","kg/ha","1164.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","2022","2022","t","135.4","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1991","1991","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1991","1991","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1992","1992","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1992","1992","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1993","1993","ha","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1993","1993","t","","M","Missing value; data cannot exist",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1994","1994","ha","198","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","1994","1994","kg/ha","3166.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1994","1994","t","627","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1995","1995","ha","279","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","1995","1995","kg/ha","3817.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1995","1995","t","1065","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1996","1996","ha","172","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","1996","1996","kg/ha","5982.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1996","1996","t","1029","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1997","1997","ha","186","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","1997","1997","kg/ha","4446.2","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1997","1997","t","827","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1998","1998","ha","192","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","1998","1998","kg/ha","3395.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1998","1998","t","652","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","1999","1999","ha","165","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","1999","1999","kg/ha","5060.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","1999","1999","t","835","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2000","2000","ha","197","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2000","2000","kg/ha","5005.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2000","2000","t","986","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2001","2001","ha","207","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2001","2001","kg/ha","5111.1","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2001","2001","t","1058","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2002","2002","ha","210","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2002","2002","kg/ha","5271.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2002","2002","t","1107","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2003","2003","ha","181","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2003","2003","kg/ha","3541.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2003","2003","t","641","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2004","2004","ha","192","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2004","2004","kg/ha","4817.7","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2004","2004","t","925","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2005","2005","ha","230","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2005","2005","kg/ha","4217.4","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2005","2005","t","970","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2006","2006","ha","256","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2006","2006","kg/ha","4152.3","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2006","2006","t","1063","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2007","2007","ha","255","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2007","2007","kg/ha","4159.8","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2007","2007","t","1062","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2008","2008","ha","245","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2008","2008","kg/ha","5179.6","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2008","2008","t","1269","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2009","2009","ha","150","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2009","2009","kg/ha","4533.3","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2009","2009","t","680","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2010","2010","ha","100","A","Official figure",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2010","2010","kg/ha","4899.5","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2010","2010","t","489.95","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2011","2011","ha","166","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2011","2011","kg/ha","5015.6","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2011","2011","t","832.62","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2012","2012","ha","178","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2012","2012","kg/ha","5109.1","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2012","2012","t","910.07","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2013","2013","ha","194","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2013","2013","kg/ha","5181.8","E","Estimated value",""
"QCL","Crops and livestock products","275","Palestine","5510","Production","01341","Apples","2013","2013","t","1005.37","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","275","Palestine","5312","Area harvested","01341","Apples","2014","2014","ha","230","X","Figure from external organization","Unofficial figure"
"QCL","Crops and livestock products","275","Palestine","5412","Yield","01341","Apples","2014","2014","kg/ha","5434.8","X","Figure from external organization",""
